4.905716115,0.114810251,3.586047179,-5.222398618,1.848692285,1
1.576179697,-0.321924305,1.897235407,0.671520419,0.20576406,1
2.340871201,-1.540084778,2.341205595,-2.900438517,1.230357586,1
9.576420327,1.304488598,7.314163908,-5.296609905,1.857820386,1
1.273722148,-0.029788958,-0.006234128,-0.582012594,0.653921187,1
7.78999537,-0.317018988,3.784249942,-6.118589237,3.307854416,1
1.089794767,-0.649845271,1.371801596,-1.80292676,0.742461832,1
0.131168262,0.452698054,0.351951244,-0.463881895,0.829695716,1
6.727240557,-0.710319436,3.233269586,-5.292451499,2.891768326,1
2.778218839,-0.115125994,0.863923524,-1.720734613,0.836079049,1
2.294893261,5.435743814,3.167930367,-3.902731939,6.236109869,1
1.87691158,2.116897363,1.311472731,-1.737361243,1.598869438,1
0.795208638,-0.00523805,1.402919826,-0.917433149,4.769793432,1
8.376663197,-0.808424787,3.104195078,-4.498949713,2.664296474,1
8.357532911,-4.860968425,7.263441464,-9.312873362,2.268865053,1
6.38242116,0.999268873,5.05071643,-6.181293557,3.362565328,1
-0.108847377,-0.325104104,-0.070942306,-0.066360085,0.772781606,1
1.112754702,0.313135312,1.579098864,-1.828683199,1.798372566,1
9.177240829,-4.352004684,5.500280756,-7.919041009,2.339924647,1
19.3724833,-3.854919917,4.693750891,-10.69682342,1.442841845,1
3.788939426,0.623761574,2.241244819,-3.449871983,1.146383189,1
3.70359261,-1.202711562,1.673947075,-2.837585147,0.744088898,1
2.771779366,-1.099233712,1.908699651,-2.65891813,1.256092164,1
0.95235196,1.106331392,1.212522524,-1.739349587,2.36732727,1
4.816186795,-3.155742895,4.496113201,-5.56653351,1.458508038,1
5.780874394,-3.379116679,5.04162412,-6.397887106,2.076705595,1
5.24226586,-2.696931521,5.047244427,-6.572195808,5.173063531,1
1.826887483,1.509636843,1.899203485,-2.126807041,1.391464011,1
2.346008279,0.325676473,0.923731547,-1.701412496,1.084349167,1
9.173517192,-2.224091876,5.485021077,-7.794832025,2.801328715,1
0.935271387,-0.630090053,0.963735296,-1.227267737,0.249835331,1
9.719085343,-4.563787395,8.046614996,-9.108222401,3.940202851,1
1.515949112,-0.211868242,1.130382664,-1.591340453,1.024472571,1
0.842989698,0.547135521,1.038601845,-1.247575783,3.037046795,1
2.936692907,-0.218115483,0.589536117,-1.670461442,1.081237134,1
10.37493339,-5.091138008,7.883003484,-9.234522084,2.338097322,1
1.238975617,-0.152113647,0.395994596,-0.09858704,0.317061167,1
3.044280388,2.2373988,1.142625408,-1.815798429,1.92340153,1
1.118769574,0.562953813,0.998333479,-1.343197234,1.247851368,1
5.194438247,-1.98561736,2.703296814,-4.746655215,2.688406304,1
10.85996841,2.021281861,4.563783653,-5.63014002,3.687189907,1
2.445854703,-1.031974141,1.917617373,-2.299675288,0.857846471,1
2.535221986,-0.224657302,1.452904875,-2.653752389,3.316102548,1
6.896098331,-1.609210861,3.049811741,-2.709467807,0.14997372,1
3.222200029,3.059189199,2.094064058,-3.149727711,5.35517951,1
1.874688526,2.116755622,1.166945431,-1.594569036,1.570755311,1
3.700251522,-1.088681854,1.964553806,-2.877851904,1.104852679,1
0.812304833,2.124630334,0.832451539,-1.154343501,2.339963811,1
